date,home_team,away_team,winner,first_shooter,first_shooter_advantage,winner_is_home,home_advantage,match_era,shootout_order_winner
2014-05-05,Sealand,Chagos Islands,Chagos Islands,,0,0,1,2010,second
2014-05-29,Latvia,Estonia,Latvia,Estonia,0,1,1,2010,second
2014-06-04,Abkhazia,South Ossetia,South Ossetia,,0,0,1,2010,second
2014-06-04,Ellan Vannin,Iraqi Kurdistan,Ellan Vannin,,0,1,1,2010,second
2014-06-05,Padania,Abkhazia,Padania,,0,1,1,2010,second
2014-06-05,Occitania,Iraqi Kurdistan,Iraqi Kurdistan,,0,0,1,2010,second
2014-06-07,Padania,Iraqi Kurdistan,Padania,,0,1,1,2010,second
2014-06-08,County of Nice,Ellan Vannin,County of Nice,,0,1,1,2010,second
2014-06-28,Brazil,Chile,Brazil,Brazil,1,1,1,2010,first
2014-06-29,Costa Rica,Greece,Costa Rica,Costa Rica,1,1,1,2010,first
2014-07-05,Netherlands,Costa Rica,Netherlands,Costa Rica,0,1,1,2010,second
2014-07-09,Netherlands,Argentina,Argentina,Netherlands,0,0,1,2010,second
2015-01-23,Iran,Iraq,Iraq,Iran,0,0,1,2010,second
2015-01-23,Japan,United Arab Emirates,United Arab Emirates,Japan,0,0,1,2010,second
2015-01-30,Curaçao,Aruba,Aruba,,0,0,1,2010,second
2015-02-07,Equatorial Guinea,DR Congo,DR Congo,Equatorial Guinea,0,0,1,2010,second
2015-02-08,Ivory Coast,Ghana,Ivory Coast,Ghana,0,1,1,2010,second
2015-05-24,Zambia,Namibia,Namibia,,0,0,1,2010,second
2015-05-24,South Africa,Botswana,Botswana,,0,0,1,2010,second
2015-05-25,Mozambique,Malawi,Mozambique,,0,1,1,2010,second
2015-05-27,South Africa,Malawi,Malawi,,0,0,1,2010,second
2015-06-21,Ellan Vannin,Felvidék,Ellan Vannin,,0,1,1,2010,second
2015-06-26,Argentina,Colombia,Argentina,Colombia,0,1,1,2010,second
2015-06-27,Brazil,Paraguay,Paraguay,Brazil,0,0,1,2010,second
2015-07-02,Gibraltar,Åland Islands,Åland Islands,,0,0,1,2010,second
2015-07-04,Chile,Argentina,Chile,Chile,1,1,1,2010,first
2015-07-19,Trinidad and Tobago,Panama,Panama,Panama,1,0,1,2010,first
2015-07-25,United States,Panama,Panama,United States,0,0,1,2010,second
2015-10-13,El Salvador,Guatemala,Guatemala,,0,0,1,2010,second
2016-05-27,Corsica,Basque Country,Basque Country,,0,0,1,2010,second
2016-06-01,United Koreans in Japan,Northern Cyprus,Northern Cyprus,,0,0,1,2010,second
2016-06-02,Iraqi Kurdistan,Padania,Padania,,0,0,1,2010,second
2016-06-03,Bosnia and Herzegovina,Denmark,Bosnia and Herzegovina,,0,1,1,2010,second
2016-06-03,Thailand,Syria,Thailand,,0,1,1,2010,second
2016-06-03,Vietnam,Hong Kong,Vietnam,,0,1,1,2010,second
2016-06-03,Iraqi Kurdistan,Western Armenia,Western Armenia,,0,0,1,2010,second
2016-06-03,Chagos Islands,Raetia,Raetia,,0,0,1,2010,second
2016-06-04,United Koreans in Japan,Iraqi Kurdistan,United Koreans in Japan,United Koreans in Japan,1,1,1,2010,first
2016-06-05,Abkhazia,Panjab,Abkhazia,,0,1,1,2010,second
2016-06-11,Papua New Guinea,New Zealand,New Zealand,New Zealand,1,0,1,2010,first
2016-06-17,Peru,Colombia,Colombia,Colombia,1,0,1,2010,first
2016-06-18,Namibia,Botswana,Botswana,,0,0,1,2010,second
2016-06-18,South Africa,Lesotho,South Africa,,0,1,1,2010,second
2016-06-19,Zambia,Eswatini,Eswatini,,0,0,1,2010,second
2016-06-22,Botswana,DR Congo,Botswana,,0,1,1,2010,second
2016-06-25,Switzerland,Poland,Poland,Switzerland,0,0,1,2010,second
2016-06-26,Argentina,Chile,Chile,Chile,1,0,1,2010,first
2016-06-30,Poland,Portugal,Portugal,Portugal,1,0,1,2010,first
2016-07-02,Germany,Italy,Germany,Italy,0,1,1,2010,second
2016-08-01,Felvidék,Kárpátalja,Felvidék,,0,1,1,2010,second
2017-01-11,Chile,Croatia,Chile,,0,1,1,2010,second
2017-01-14,China PR,Croatia,China PR,,0,1,1,2010,second
2017-01-28,Senegal,Cameroon,Cameroon,Senegal,0,0,1,2010,second
2017-02-01,Burkina Faso,Egypt,Egypt,Egypt,1,0,1,2010,first
2017-06-09,Kárpátalja,Ellan Vannin,Kárpátalja,,0,1,1,2010,second
2017-06-09,Padania,Abkhazia,Padania,,0,1,1,2010,second
2017-06-10,Northern Cyprus,Padania,Padania,,0,0,1,2010,second
2017-06-28,Portugal,Chile,Chile,Chile,1,0,1,2010,first
2017-06-29,Hitra,Western Isles,Western Isles,,0,0,1,2010,second
2017-06-29,Greenland,Menorca,Greenland,,0,1,1,2010,second
2017-07-01,Namibia,Lesotho,Lesotho,,0,0,1,2010,second
2017-07-07,Tanzania,Lesotho,Tanzania,,0,1,1,2010,second
2017-07-16,Thailand,Belarus,Thailand,,0,1,1,2010,second
2018-03-21,South Africa,Angola,South Africa,,0,1,1,2010,second
2018-03-21,Zambia,Zimbabwe,Zambia,,0,1,1,2010,second
2018-03-22,Thailand,Gabon,Thailand,,0,1,1,2010,second
2018-03-24,Angola,Zimbabwe,Angola,,0,1,1,2010,second
2018-06-02,Zambia,Namibia,Zambia,,0,1,1,2010,second
2018-06-03,Andorra,Cape Verde,Cape Verde,,0,0,1,2010,second
2018-06-03,South Africa,Madagascar,Madagascar,,0,0,1,2010,second
2018-06-03,Zimbabwe,Botswana,Zimbabwe,,0,1,1,2010,second
2018-06-05,Matabeleland,Kabylia,Kabylia,,0,0,1,2010,second
2018-06-06,Lesotho,Zimbabwe,Zimbabwe,,0,0,1,2010,second
2018-06-09,Tibet,United Koreans in Japan,United Koreans in Japan,,0,0,1,2010,second
2018-06-09,Panjab,Cascadia,Panjab,,0,1,1,2010,second
2018-06-09,Padania,Székely Land,Padania,,0,1,1,2010,second
2018-06-09,Northern Cyprus,Kárpátalja,Kárpátalja,,0,0,1,2010,second
2018-07-01,Russia,Spain,Russia,Spain,0,1,1,2010,second
2018-07-01,Croatia,Denmark,Croatia,Denmark,0,1,1,2010,second
2018-07-03,Colombia,England,England,Colombia,0,0,1,2010,second
2018-07-07,Russia,Croatia,Croatia,Russia,0,0,1,2010,second
2019-01-20,Jordan,Vietnam,Vietnam,Vietnam,1,0,1,2010,first
2019-01-21,Australia,Uzbekistan,Australia,Australia,1,1,1,2010,first
2019-03-23,Oman,Singapore,Oman,,0,1,1,2010,second
2019-05-11,Guernsey,Jersey,Jersey,,0,0,1,2010,second
2019-06-01,Lesotho,Uganda,Lesotho,,0,1,1,2010,second
2019-06-02,South Africa,Botswana,Botswana,,0,0,1,2010,second
2019-06-02,Zambia,Malawi,Zambia,,0,1,1,2010,second
2019-06-04,South Africa,Uganda,South Africa,,0,1,1,2010,second
2019-06-05,Zimbabwe,Zambia,Zambia,,0,0,1,2010,second
2019-06-06,Abkhazia,Western Armenia,Western Armenia,,0,0,1,2010,second
2019-06-06,South Ossetia,Chameria,South Ossetia,,0,1,1,2010,second
2019-06-07,Lesotho,Zimbabwe,Zimbabwe,,0,0,1,2010,second
2019-06-07,South Africa,Malawi,South Africa,,0,1,1,2010,second
2019-06-08,Abkhazia,Chameria,Abkhazia,,0,1,1,2010,second
2019-06-09,Switzerland,England,England,England,1,0,1,2010,first
2019-06-27,Brazil,Paraguay,Brazil,Paraguay,0,1,1,2010,second
2019-06-28,Colombia,Chile,Chile,Colombia,0,0,1,2010,second
2019-06-29,Mexico,Costa Rica,Mexico,Mexico,1,1,1,2010,first
2019-06-29,Uruguay,Peru,Peru,Uruguay,0,0,1,2010,second
2019-07-05,Morocco,Benin,Benin,Benin,1,0,1,2010,first
2019-07-07,Madagascar,DR Congo,Madagascar,Madagascar,1,1,1,2010,first
2019-07-08,Ghana,Tunisia,Tunisia,Ghana,0,0,1,2010,second
2019-07-11,Ivory Coast,Algeria,Algeria,Algeria,1,0,1,2010,first
2019-07-28,Mauritius,Réunion,Réunion,,0,0,1,2010,second
2019-09-08,Tanzania,Burundi,Tanzania,Tanzania,1,1,1,2010,first
2019-10-13,Chad,Liberia,Chad,,0,1,1,2010,second
2019-10-13,Gambia,Djibouti,Gambia,,0,1,1,2010,second
2020-10-08,Bosnia and Herzegovina,Northern Ireland,Northern Ireland,Bosnia and Herzegovina,0,0,1,2020,second
2020-10-08,Slovakia,Republic of Ireland,Slovakia,Slovakia,1,1,1,2020,first
2020-10-08,Scotland,Israel,Scotland,Scotland,1,1,1,2020,first
2020-11-12,Serbia,Scotland,Scotland,Scotland,1,0,1,2020,first
2021-06-03,Mexico,Costa Rica,Mexico,Mexico,1,1,1,2020,first
2021-06-06,Honduras,Costa Rica,Honduras,Costa Rica,0,1,1,2020,second
2021-06-28,France,Switzerland,Switzerland,Switzerland,1,0,1,2020,first
2021-07-02,Peru,Paraguay,Peru,Paraguay,0,1,1,2020,second
2021-07-02,Switzerland,Spain,Spain,Spain,1,0,1,2020,first
2021-07-03,Uruguay,Colombia,Colombia,Colombia,1,0,1,2020,first
2021-07-06,Italy,Spain,Italy,Italy,1,1,1,2020,first
2021-07-06,Trinidad and Tobago,French Guiana,Trinidad and Tobago,French Guiana,0,1,1,2020,second
2021-07-06,Argentina,Colombia,Argentina,Colombia,0,1,1,2020,second
2021-07-06,Guatemala,Guadeloupe,Guadeloupe,Guatemala,0,0,1,2020,second
2021-07-11,England,Italy,Italy,Italy,1,0,1,2020,first
2021-07-16,Senegal,Eswatini,Senegal,Eswatini,0,1,1,2020,second
2021-07-18,Eswatini,Mozambique,Eswatini,Mozambique,0,1,1,2020,second
2021-07-18,South Africa,Senegal,South Africa,South Africa,1,1,1,2020,first
2021-11-19,Sri Lanka,Seychelles,Seychelles,,0,0,1,2020,second
2021-12-11,Morocco,Algeria,Algeria,Algeria,1,0,1,2020,first
2021-12-18,Qatar,Egypt,Qatar,Qatar,1,1,1,2020,first
2022-01-23,Burkina Faso,Gabon,Burkina Faso,Gabon,0,1,1,2020,second
2022-01-26,Ivory Coast,Egypt,Egypt,Ivory Coast,0,0,1,2020,second
2022-01-26,Mali,Equatorial Guinea,Equatorial Guinea,Equatorial Guinea,1,0,1,2020,first
2022-02-03,Cameroon,Egypt,Egypt,Cameroon,0,0,1,2020,second
2022-02-05,Cameroon,Burkina Faso,Cameroon,Cameroon,1,1,1,2020,first
2022-02-06,Senegal,Egypt,Senegal,Senegal,1,1,1,2020,first
2022-03-25,Tajikistan,Uganda,Uganda,,0,0,1,2020,second
2022-03-29,Kazakhstan,Moldova,Kazakhstan,Moldova,0,1,1,2020,second
2022-03-29,Senegal,Egypt,Senegal,Senegal,1,1,1,2020,first
2022-06-13,Australia,Peru,Australia,Australia,1,1,1,2020,first
2022-06-14,Chile,Ghana,Ghana,Chile,0,0,1,2020,second
2022-07-12,Zambia,Botswana,Zambia,,0,1,1,2020,second
2022-07-13,South Africa,Mozambique,Mozambique,,0,0,1,2020,second
2022-07-13,Senegal,Eswatini,Senegal,,0,1,1,2020,second
2022-07-17,Mozambique,Senegal,Senegal,,0,0,1,2020,second
2022-09-22,Thailand,Malaysia,Malaysia,,0,0,1,2020,second
2022-09-23,Iraq,Oman,Oman,,0,0,1,2020,second
2022-09-25,Malaysia,Tajikistan,Tajikistan,,0,0,1,2020,second
2022-11-16,Lithuania,Iceland,Iceland,Lithuania,0,0,1,2020,second
2022-11-16,Latvia,Estonia,Latvia,Latvia,1,1,1,2020,first
2022-11-19,Latvia,Iceland,Iceland,Iceland,1,0,1,2020,first
2022-12-05,Japan,Croatia,Croatia,Japan,0,0,1,2020,second
2022-12-06,Morocco,Spain,Morocco,Morocco,1,1,1,2020,first
2022-12-09,Croatia,Brazil,Croatia,Croatia,1,1,1,2020,first
2022-12-09,Netherlands,Argentina,Argentina,Netherlands,0,0,1,2020,second
2022-12-18,Argentina,France,Argentina,France,0,1,1,2020,second
2023-06-16,Curaçao,Saint Kitts and Nevis,Saint Kitts and Nevis,Saint Kitts and Nevis,1,0,1,2020,first
2023-06-17,Guyana,Grenada,Guyana,Guyana,1,1,1,2020,first
2023-06-17,Suriname,Puerto Rico,Puerto Rico,Suriname,0,0,1,2020,second
2023-06-18,Croatia,Spain,Spain,Croatia,0,0,1,2020,second
2023-06-20,Saint Kitts and Nevis,French Guiana,Saint Kitts and Nevis,French Guiana,0,1,1,2020,second
2023-07-01,India,Lebanon,India,India,1,1,1,2020,first
2023-07-04,India,Kuwait,India,India,1,1,1,2020,first
2023-07-09,United States,Canada,United States,Canada,0,1,1,2020,second
2023-07-09,Orkney,Greenland,Greenland,,0,0,1,2020,second
2023-07-12,United States,Panama,Panama,United States,0,0,1,2020,second
2023-07-13,Åland Islands,Falkland Islands,Åland,Åland,1,0,1,2020,first
2023-07-14,Malawi,Lesotho,Lesotho,,0,0,1,2020,second
2023-07-16,South Africa,Malawi,South Africa,,0,1,1,2020,second
2023-09-07,Iraq,India,Iraq,India,0,1,1,2020,second
2023-09-10,Thailand,Iraq,Iraq,Thailand,0,0,1,2020,second
2023-10-13,Iraq,Qatar,Qatar,Qatar,1,0,1,2020,first
2023-11-21,Mexico,Honduras,Mexico,Mexico,1,1,1,2020,first
2023-12-02,Solomon Islands,New Caledonia,New Caledonia,,0,0,1,2020,second
2024-01-28,Egypt,DR Congo,DR Congo,Egypt,0,0,1,2020,second
2024-01-28,Tajikistan,United Arab Emirates,Tajikistan,Tajikistan,1,1,1,2020,first
2024-01-29,Ivory Coast,Senegal,Ivory Coast,Senegal,0,1,1,2020,second
2024-01-30,Saudi Arabia,South Korea,South Korea,Saudi Arabia,0,0,1,2020,second
2024-01-31,Iran,Syria,Iran,Iran,1,1,1,2020,first
2024-02-03,Cape Verde,South Africa,South Africa,Cape Verde,0,0,1,2020,second
2024-02-03,Qatar,Uzbekistan,Qatar,Uzbekistan,0,1,1,2020,second
2024-02-07,Nigeria,South Africa,Nigeria,Nigeria,1,1,1,2020,first
2024-03-23,Tunisia,Croatia,Croatia,Croatia,1,0,1,2020,first
2024-03-26,New Zealand,Tunisia,Tunisia,New Zealand,0,0,1,2020,second
2024-03-26,Wales,Poland,Poland,Poland,1,0,1,2020,first
2024-03-26,Georgia,Greece,Georgia,Georgia,1,1,1,2020,first
2024-03-26,Turks and Caicos Islands,Anguilla,Anguilla,Turks and Caicos Islands,0,0,1,2020,second
2024-03-26,British Virgin Islands,United States Virgin Islands,British Virgin Islands,British Virgin Islands,1,1,1,2020,first
2024-06-11,Lithuania,Estonia,Estonia,Lithuania,0,0,1,2020,second
2024-07-01,Portugal,Slovenia,Portugal,Slovenia,0,1,1,2020,second
2024-07-04,Argentina,Ecuador,Argentina,Argentina,1,1,1,2020,first
2024-07-05,Portugal,France,France,France,1,0,1,2020,first
2024-07-05,Venezuela,Canada,Canada,Venezuela,0,0,1,2020,second
2024-07-06,England,Switzerland,England,England,1,1,1,2020,first
2024-07-06,Uruguay,Brazil,Uruguay,Uruguay,1,1,1,2020,first
2024-07-13,Canada,Uruguay,Uruguay,Canada,0,0,1,2020,second
2024-09-08,Tajikistan,Philippines,Tajikistan,,0,1,1,2020,second
2024-09-10,Cambodia,Sri Lanka,Sri Lanka,Cambodia,0,0,1,2020,second
2025-06-08,Portugal,Spain,Portugal,Portugal,1,1,1,2020,first
2025-06-28,Panama,Honduras,Honduras,Panama,0,0,1,2020,second
2025-06-29,Canada,Guatemala,Guatemala,Canada,0,0,1,2020,second
2025-06-29,United States,Costa Rica,United States,Costa Rica,0,1,1,2020,second
